Directors,Film ID
Tom Hooper,ab6ff668-b31b-42b4-a406-468b3660562c
Danny Boyle,8aa6ad71-a915-44d3-ad61-a57c83baaee9
Darren Aronofsky,d8594332-3a1c-41c4-a4bb-95744b7cc77b
David O. Russell,6d10b167-cb37-4e7c-9636-6bdf993a3ed0
Christopher Nolan,33289599-ab93-4631-922c-d0c5f1f652e7
Lisa Cholodenko,9772cfa2-5d7b-48eb-8f33-fd9d15087bc5
David Fincher,05fad488-166b-4fcd-9b23-b97ba7c51007
Lee Unkrich,2c7866a2-f2a7-4409-b90d-022a083e8c04
Joel Coen,86393a19-8f0b-4f28-b90f-9d953dfec999
 Ethan Coen,86393a19-8f0b-4f28-b90f-9d953dfec999
Debra Granik,d013a485-c112-4f45-8139-4fca7bfe388f
Michel Hazanavicius,d200f517-17a4-4d43-8be6-2cf5d36d6bfa
Alexander Payne,3674e560-49ce-4097-8249-b3329d12e09c
Tate Taylor,d571a523-7282-4694-a8ce-5ca620f090ad
Martin Scorsese,731143c6-6b60-4fb1-8564-6b86f5175893
Woody Allen,343925fb-50f7-400d-ad63-70008718666e
Bennett Miller,7b46b3b9-1924-4db8-a286-956320d88dfa
Terrence Malick,cd62128e-0cf2-467d-a82a-4fb7c5d4d445
Steven Spielberg,8511a59e-ed87-4bfb-8c72-588e85a3b8c7
Ben Affleck,df2afe2f-24a3-4bef-bbbc-716e24c5c723
Michael Haneke,96b5b091-519c-4924-8bc0-76acde8979c5
 Michaelhaneke,96b5b091-519c-4924-8bc0-76acde8979c5
Benh Zeitlin,7b0b3303-0178-4978-a5d5-818ab2209cc2
Quentin Tarantino,cca88b79-5fdc-40c6-845f-43c3421cbbee
Ang Lee,e21da27c-6ce5-4de2-b31c-82bfafd8a585
Tom Hooper,d7ede1ef-73aa-4ffe-8d0e-254b90588f95
David O. Russell,c3b2fd62-298b-4692-afb8-ab18bdc11e80
Steve McQueen (III),219ec9bd-2d5c-40c8-b914-bca2446ddcda
David O. Russell,4ca961d2-bac4-43ee-be0c-325348503edd
Paul Greengrass,8e3f5cbe-ba2c-4f7a-a557-030aa0eb3f44
Jean-Marc Vallée,15d6f774-4640-49dd-b1bf-f1e3454ee368
Alfonso Cuarón,3b72ef21-a1a0-4bae-ac7d-62bbb2a8fb97
Spike Jonze,49a7e2c9-87c7-496f-b097-f30d641f6bbe
Alexander Payne,fb0e0e48-dd1c-47a9-9c5a-e7617cd1f233
Stephen Frears,dd456cf6-adef-4ce6-98a9-5e59bbb27189
Martin Scorsese,bdad64df-7778-4870-9d2f-f4aa2141388e
Richard Linklater,d5061cf6-5575-416e-9b08-bed6c5a1e381
Wes Anderson,24db8875-b61e-4643-bda9-de2455d0f5e7
Morten Tyldum,e0336cbf-d6e0-4e6f-990f-854660d715dc
Ava DuVernay,89d620e7-a9dd-4247-96da-c019556a3cb0
James Marsh,82023c5d-f065-4616-bbab-970e84a58d8a
Damien Chazelle,883da4a2-c3e4-487b-a08c-94f2dff27125
Adam McKay,a0e57135-dbfa-44a9-9f12-e6d04c9cef45
Steven Spielberg,01be4f89-7f33-44b5-84fb-74373c394649
John Crowley,f95ccdec-05e4-4df6-896c-24ffd29e32cb
George Miller,79fc5e5f-e53f-4bd2-8a92-154268114f49
Ridley Scott,72011778-43b2-4b5f-99e9-49226a306a20
Alejandro González Iñárritu,afc8d345-abee-4a78-bbf1-1d2271319e41
 Manny Palo,afc8d345-abee-4a78-bbf1-1d2271319e41
Lenny Abrahamson,711a0fe6-003c-4234-b1e1-c192f2d7ab44
Barry Jenkins (III),194103bc-9dbe-4396-ad61-8370f887ce45
Denis Villeneuve,0e1f47b6-3fda-45b5-ae50-3b0077b16360
Denzel Washington,27beb229-8515-4657-8a03-873b287d29f2
Mel Gibson,47d27cf4-2241-42eb-8776-d45b8f1a19ce
David Mackenzie,fba9e12d-e725-4711-a502-2e369e554591
Damien Chazelle,dd2fa2f2-4cbe-4fbe-888c-5cea6773809b
Garth Davis,6f62117a-ca4b-4f26-8b4d-bcff6d3ed0e8
Kenneth Lonergan,2d5bd667-6a86-4737-a069-3d875a29941b
Guillermo del Toro,05e574cc-0583-419f-9300-257cf0c4d110
Joe Wright,097298e3-0a4c-42c9-b295-f7db341d29a0
Christopher Nolan,d4bf0919-c2bd-4ab7-9b6f-ad4881444173
Jordan Peele,bdea345b-3abf-4be0-927e-6dd11c3718bd
Greta Gerwig,fcda8ae3-1d27-4d2d-83c2-e9804ad6bcd7
Martin McDonagh,60b0d783-fb20-4683-b1a0-269a7fe8020e
Peter Farrelly,4dd226cc-dc68-40e7-a5b3-3b1bfff594f1
Ryan Coogler,23eb3d70-301d-4e30-955f-57acf8f650dd
Spike Lee,9b92d8a7-dc53-4219-bb2d-3812ba4048a6
Bryan Singer,fecdf7d4-1af9-41ab-883c-9616cea28519
Yorgos Lanthimos,789c5253-e33e-4862-9cd6-6795271af717
Alfonso Cuarón,1dc73d5e-4ae5-428e-a4f3-d465ffc9262d
Bradley Cooper,a8a00610-8b95-4d5f-b95e-128b6a2853ea
Adam McKay,27048415-ff2e-427e-a4de-5d2898a0812d
Martin Scorsese,cf8fb1fa-1a2b-48bd-a241-c7e9d487c09d
Todd Phillips,9988cdef-854b-4e3d-8dc4-19e8e8717b9b
Noah Baumbach,4dfbadb9-b7f9-4c24-bbd8-5d55dce2c7c6
